,NACL60-1,NACL60-2,NACL60-3,NACL20-1,NACL20-2,NACL20-3,NACL100-1,NACL100-2,NACL100-3,HN-1,HN-2,HN-3,Fermentation_L9h,Fermentation_L19h,Fermentation_L30h,Fermentation_R9h,Fermentation_R19h,Fermentation_R30h,MU
TD01GL002936,7.882631072990826e-07,8.471911682590489e-07,9.51862337373796e-07,1.7602095420513407e-07,2.0058477766455627e-07,1.1493622363081359e-07,1.1034400308457593e-07,1.756974495728355e-07,1.416512237411385e-07,8.327876746374101e-07,1.1515342589432697e-06,1.2117603130638228e-06,8.229349281223172e-07,4.2610473829588017e-07,3.2036139315589574e-07,3.852726466136873e-07,5.273385784340144e-07,4.378417768820278e-07,1.67e-07
TD01GL002937,3.259357354988023e-06,2.5258720882778452e-06,3.370233636812567e-06,9.512476381760267e-07,6.15582254917143e-07,1.3270348194070819e-06,1.053859963725488e-06,1.1408544067580432e-06,1.1175391386357236e-06,3.252419010281462e-06,1.6116286443065754e-06,2.2473678238681687e-06,2.164983663232946e-06,1.5763195414665685e-06,1.666163696650178e-06,5.631793559419264e-07,1.7713722883806182e-06,1.3970471134523542e-06,3.11e-07
TD01GL002938,8.885359273479201e-07,8.579958334013574e-07,8.916276374051135e-07,1.1890177440128725e-07,1.2798447426773384e-07,7.004490182149009e-08,1.3826752244039315e-07,2.0033237703612584e-07,2.3923931153459347e-07,9.181296723992911e-07,1.039715945578174e-06,1.0883956321925681e-06,8.400951389978031e-07,3.00836521365338e-07,6.863474489245373e-07,3.2540915598722866e-07,5.766561483381451e-07,3.013959852537678e-07,
TD01GL002939,1.9549911522325974e-07,1.7048472528495037e-07,4.153319343858114e-07,,,,1.1569484287922456e-08,2.0143625264903527e-08,3.381138831860847e-08,4.140798623088138e-07,5.5545664956369e-07,6.220214093640465e-07,9.065677687290556e-07,6.403412153971141e-08,1.4097703989404096e-08,6.007190316482592e-07,2.440204108523921e-07,8.584234850679043e-08,
TD01GL002940,3.3808462163728186e-07,2.229355534345641e-07,2.2565974006541935e-07,,,,6.837464554625014e-08,5.665023971843157e-08,6.463703587738114e-08,5.016287731161568e-08,3.160011360366656e-07,4.894078536224178e-07,1.3058555527938416e-07,1.5318389508616881e-07,1.0264725898465802e-07,2.590065055314951e-08,2.1254897792939822e-07,1.6973548726865465e-07,1.0900000000000001e-07
TD01GL002941,2.683073108629455e-06,3.0442097830370404e-06,2.884652503313126e-06,5.188620581957081e-08,4.014671044229908e-08,3.3461658493825154e-08,1.7729671024115355e-07,1.8194271652006603e-07,2.1255949097981486e-07,2.850475145714035e-06,3.2603790516507475e-06,4.061738857828892e-06,9.415775964106388e-07,1.2360591843713186e-06,9.384489492487776e-07,4.225094220225896e-07,1.178423995689509e-06,1.0676917706842467e-06,7.45e-07
TD01GL002945,2.119508044974589e-07,1.6636795014716067e-07,2.189039613047637e-07,1.5646540320903206e-07,1.9790309050056132e-07,3.172725549807203e-07,3.3145427811256265e-08,5.688187780560077e-08,5.138877227851437e-08,1.7567278701735108e-07,2.694343436789864e-07,2.862043474885023e-07,2.2747766270761332e-07,2.0823079002216496e-07,1.1024603530751016e-07,1.3055855592416567e-07,5.395016489011253e-08,6.390423452518731e-08,
TD01GL002946,,,,6.299915051289851e-08,5.228931278448451e-08,4.528931352160988e-08,,,,,,,,,,,,,
TD01GL002947,4.723126441208733e-06,2.3783217491676174e-06,4.488623192680064e-06,8.939834216925195e-07,7.211337369128467e-07,8.864864369863375e-07,1.4983014508833487e-06,1.2126369051789755e-06,1.157841283069002e-06,4.390034405133231e-06,2.9302941601813185e-06,4.663835575312753e-06,4.259201790074324e-06,1.8250541979294083e-06,2.309228566868212e-06,1.946289999514362e-06,2.0534248081037983e-06,2.498530161503475e-06,4.37e-07
TD01GL002952,6.105551800681263e-05,5.0110373898868e-05,3.982987870444787e-05,5.652517497557899e-06,4.560323576181225e-06,6.654023471897373e-06,7.199220354220888e-06,6.401121109425311e-06,5.611429418693612e-06,5.334349103931116e-05,4.0049030644779976e-05,4.966328632704366e-05,2.184398335109964e-05,2.7420351623062693e-05,3.269945670429935e-05,8.151169136648548e-06,2.371604083526803e-05,3.297394808082784e-05,2.64e-06
TD01GL002953,4.981099862236407e-08,9.337024511030068e-08,1.588278930691421e-07,9.278612494245229e-08,4.677232733930649e-08,4.888730749402215e-08,7.461034920095659e-09,3.9779246108194576e-08,3.081150183187393e-08,6.776513943909275e-08,9.941762309483366e-08,1.8219905653101318e-07,,,,1.3680114503529777e-07,8.892351794122733e-08,3.349858208615314e-08,
TD01GL002958,,,,,,,,,,,,,,,,,,,2.2999999999999998e-08
TD01GL002960,3.683139827122445e-08,6.3602796730063e-08,1.367645516864118e-07,,,,,,,6.754669440792473e-08,5.20438308035064e-08,7.151169220265081e-08,,,,,,,
TD01GL002963,1.396873087202462e-05,1.255682953003463e-05,9.020946156544677e-06,1.2181007730814646e-06,1.2195932293469642e-06,9.969169835194311e-07,2.1530715841269207e-06,2.8616209757858825e-06,1.6940346511078953e-06,1.2520999906740948e-05,1.1670481989186935e-05,1.412708273213324e-05,5.935256216384004e-06,6.049171763958235e-06,4.351527647173631e-06,1.4459929819577108e-06,4.2706630427343615e-06,4.512006247436484e-06,
TD01GL002964,4.0856331039271206e-06,3.118692945881697e-06,3.668926159212073e-06,1.2033253420053389e-06,9.650181841526734e-07,1.3459180039238604e-06,6.676396259538801e-07,5.834359639316255e-07,7.192688266713844e-07,3.510972468846814e-06,2.8913058698701647e-06,4.090367532073954e-06,2.678317846953993e-06,1.028320962208482e-06,2.1523674556805665e-06,1.3404021693328978e-06,3.193919993467133e-06,1.7519513963231672e-06,
TD01GL002965,1.3502274195376493e-06,1.5692333552433207e-06,2.1380522948453167e-06,,,,1.42918830598714e-07,1.5664590172169695e-07,2.3187624122039978e-07,1.016369599577255e-06,1.345526152698849e-06,1.7450977882207472e-06,4.998491517344083e-07,6.819698095751626e-07,1.9568807534629723e-06,4.0529690930454293e-07,1.594955942581865e-06,1.2455668807296402e-06,
TD01GL002966,8.743085968737873e-07,9.573712650864236e-07,1.0158160638885808e-06,,,,1.1334824833435382e-07,9.918544298496115e-08,8.387463207963848e-08,9.870027230318263e-07,1.4923760534258384e-06,1.5110813662592804e-06,3.204674656751318e-07,1.0088516842711071e-06,1.3544592313924665e-06,2.5268379825353943e-07,1.1606539552672077e-06,1.3550942656912265e-06,4.85e-07
TD01GL002967,2.5551080877310565e-06,2.1773072789200864e-06,2.2769934898973674e-06,2.1300685940724448e-07,2.616949013272665e-07,1.6557561638527853e-07,1.3398111236946492e-07,2.1338987727265203e-07,2.3049192433462821e-07,3.2561832023475555e-06,3.885758905196386e-06,4.304997274637889e-06,2.227059622772436e-06,1.3451524529338396e-06,8.224860414296015e-07,1.099931854365474e-06,1.189872059204125e-06,7.104229042195136e-07,3.03e-07
TD01GL002968,2.4731509083848876e-06,1.942542085108037e-06,1.9075629930544893e-06,,,,5.8977551566552565e-08,1.0451687688056253e-07,1.7407301722596646e-07,3.1174842944538337e-06,3.793020701894398e-06,4.346718534707526e-06,1.759050184367926e-06,1.4677964108429325e-06,1.3359560125122788e-06,1.0012080590665765e-06,1.1315422102327214e-06,9.272099193226314e-07,1.0199999999999999e-07
TD01GL002969,3.946141847122681e-07,3.7013909296981386e-07,4.844778796576431e-07,5.3058923876137025e-09,4.204389930144212e-09,2.1484330976125507e-09,4.725666499116312e-08,9.547884565847883e-08,1.0726480859351141e-07,3.529605330936778e-07,5.069063234815504e-07,5.514184035754277e-07,2.3930742117353133e-07,3.4121419183270616e-07,2.8058805303469736e-07,1.6431606115906205e-07,4.097477043532497e-07,2.6260890189117504e-07,
TD01GL002970,1.3072782356817806e-08,2.248602290640973e-08,6.760668897043275e-08,,,,1.295759548559261e-09,1.5448854364584922e-09,6.274680581459897e-09,1.829402899198888e-08,6.18000717378555e-08,5.137926837320259e-08,,,,2.786690974619136e-08,5.1096677663773297e-08,1.9337595520355955e-08,
TD01GL002971,2.2945750928954967e-06,2.178928777800227e-06,2.2816248912678645e-06,2.327031026669254e-08,1.959232101228247e-08,1.9497382417462082e-08,1.8577542393121021e-07,2.3367171520695217e-07,3.058455548729373e-07,1.715988326610137e-06,2.353163992162982e-06,2.591536565814307e-06,1.1821193792686386e-06,1.782816111039406e-06,1.8064003107566315e-06,5.314953337733931e-07,2.105799561518134e-06,2.0660535730563595e-06,1.25e-07
TD01GL002972,,,,,,,,,,2.22642906327473e-08,3.051057483522489e-08,4.107286696115692e-08,,,,,,,
TD01GL002973,9.842679947311515e-08,5.762467392665677e-08,1.009038266061038e-07,,,,1.6788759879740296e-08,4.17349658642012e-08,4.8046409197842015e-08,9.943041414784812e-08,1.5113573116340815e-07,7.402054393084094e-08,,,,3.057488472021964e-07,3.164854513460702e-08,1.0846582679628163e-08,
TD01GL002974,1.649429501626962e-06,1.748546069365714e-06,2.056931623088549e-06,1.6679568084266523e-07,4.366795591012018e-08,8.004373124960305e-08,4.5324100037801633e-07,4.942501122914668e-07,4.5048857690760345e-07,1.5730902079337011e-06,2.094678413959755e-06,2.2202717639284607e-06,1.6215264760398683e-06,1.0481418589961152e-06,2.347358916278689e-06,8.025717952655533e-07,1.9108803562036124e-06,1.8870130848864222e-06,1.55e-07
TD01GL002975,1.954653584790694e-07,7.228535426204093e-08,2.017437626648829e-07,2.8666875005329992e-08,2.9884310461991e-08,2.301074198820238e-08,3.148295790401603e-08,4.756042947373731e-08,6.228003101049514e-08,1.830960945237165e-07,2.1005972123407248e-07,2.67534677010862e-07,6.776202174320449e-08,4.37478810594969e-08,7.121879854868513e-08,1.1291448919736056e-07,1.274403408157411e-07,9.09325308617278e-08,
TD01GL002976,6.737908504782772e-07,6.679357745532945e-07,1.213927811107479e-06,2.7536043239855514e-08,6.566022744719835e-08,3.0840505751008934e-08,1.1889257515159874e-07,2.1094763361106972e-07,2.2291262774565438e-07,8.885831517378297e-07,1.1066755969846471e-06,1.3939241177689637e-06,8.291964311331918e-07,1.1860258639952903e-06,1.4443155201909713e-06,5.51921784877812e-07,1.1024396410737632e-06,9.635446391316467e-07,
TD01GL002977,1.5763832055424147e-07,5.625651928976447e-08,1.78652693779188e-07,,,,,,,2.3873333532986067e-07,1.8829699054470277e-07,2.1866751297410995e-07,,,,,,,
TD01GL002980,3.476522736261439e-08,2.07523218505493e-08,4.1752510036419035e-08,,,,4.082011285564741e-09,1.8303197028412015e-08,1.3389939329227883e-08,2.5602347330379657e-08,4.009421873451263e-08,7.54244389570519e-08,,,,5.0824212148675736e-08,6.643761619346025e-08,9.37581402949684e-09,
TD01GL002982,,,,2.856533359584787e-07,1.8771676864025854e-07,2.624443812543994e-07,,,,,,,,,,,,,
TD01GL002983,3.5039842751719464e-07,2.8997331979319116e-07,4.737682407240217e-07,1.7877381953792923e-07,1.6422740139851876e-07,1.926411757749608e-07,9.124305756019081e-08,1.505418507971211e-07,1.4874986114019894e-07,3.494718505985955e-07,5.140114278907185e-07,4.6822270655784305e-07,4.5642147169175936e-07,3.562039526622496e-07,3.2032660474917764e-07,2.8856090026959795e-07,3.559985774280853e-07,3.6515437621222014e-07,
TD01GL002984,,,,,,,5.503856430552494e-10,2.093012196184543e-09,9.419979113822207e-09,,,,,,,,,,
TD01GL002985,1.9845379779430148e-07,7.260114295105925e-08,2.131936019706126e-07,4.453409636903989e-08,2.7051658663270003e-08,3.046933439119222e-08,2.7047501413888172e-08,5.753882512221397e-08,5.5667863952198975e-08,1.6132922951243557e-07,2.0301709427079804e-07,1.7547331378871285e-07,1.7455373792311142e-07,7.719573210529969e-08,3.981068355228686e-08,1.5486427769362154e-07,1.3722003582233315e-07,7.913789771891625e-08,
TD01GL002989,1.447317518141875e-07,8.787028180127666e-08,2.0291994393621588e-07,,,,2.0680887171647295e-08,4.615664323122404e-08,4.164740988564096e-08,1.0185768756469384e-07,1.3295081039744311e-07,1.3833755697313432e-07,1.080727572725832e-07,1.6955430427309687e-07,2.463200312494408e-07,9.647142817002657e-08,2.0788707168721398e-07,1.9378435921459152e-07,
TD01GL002991,6.099446226838062e-07,6.861842879796173e-07,7.502362967132939e-07,,,,3.934186816484699e-08,1.4259936644823835e-08,8.281051081690123e-08,3.7407537195158245e-07,5.232171709882082e-07,6.412600338310977e-07,1.334010316416409e-07,2.7405809044329915e-07,5.896238252916566e-07,2.394925447874745e-07,5.765731943179728e-07,4.0571284415413924e-07,
TD01GL002992,1.9853824527312688e-07,1.511759418102958e-07,2.474500345732944e-07,1.339245428276471e-07,1.2357636034312913e-07,1.1528543794542836e-07,6.506827109195681e-08,1.3231142607377507e-07,1.4815408613887135e-07,1.6932528043886106e-07,2.405332170627622e-07,3.5403490310436976e-07,2.463684772936738e-07,3.0700591559673667e-07,1.570325847476903e-07,1.0350722357214188e-07,2.206674843987975e-07,1.5064486226739148e-07,
TD01GL002994,6.686923401921914e-06,5.20312809114036e-06,6.4970543466228295e-06,,,,1.733996390644297e-07,2.3336211522672726e-07,2.4699341393672215e-07,5.153084315357628e-06,4.7090453776010875e-06,5.9934562398153485e-06,2.23904015382993e-06,3.913260723888694e-06,5.449880257399158e-06,1.103417718239571e-06,3.2264724634948075e-06,4.123791027897988e-06,2.44e-06
TD01GL002995,5.8128551364255025e-06,5.217374752066456e-06,6.107950844270765e-06,,,,3.7562654386362705e-07,5.361365259809841e-07,4.553747504130731e-07,3.724741267102956e-06,3.8695229478769776e-06,3.693292258033973e-06,2.177974418839241e-06,1.1907326680663653e-06,1.661821373684428e-06,1.0471341822307854e-06,1.2461654859178113e-06,1.2161179282376308e-06,2.7800000000000003e-07
TD01GL002996,1.8672362989207652e-08,5.970358162800206e-08,6.18902328310111e-08,,,,5.146737815679941e-09,9.147179000579819e-09,2.231523769790558e-08,4.02664003328277e-08,4.618924428625388e-08,2.5726578950537595e-08,,,,2.7812862418012164e-08,5.858410025184168e-08,2.1590623000024306e-08,
TD01GL003001,1.3022973165301986e-06,1.2048292921914204e-06,1.3497729019405473e-06,,,,,,,1.298494161559039e-06,1.7305328352053057e-06,1.8731995721554418e-06,8.834239618514597e-07,1.7390287528646304e-06,1.3754683729599878e-06,3.4881489684214645e-07,1.1821588861356324e-07,1.1883063028417037e-06,1.95e-06
TD01GL003002,2.2362426343523633e-06,1.9559173245078546e-06,2.205341334687853e-06,1.2810583543854989e-07,1.8231999798531163e-07,3.9009659832631234e-08,2.7352219596718695e-07,3.992423682915002e-07,3.7831949606407496e-07,1.35686962880416e-06,2.2551236483670334e-06,2.4063877123370868e-06,1.3057620180189834e-06,1.4565080919083293e-06,2.1285093156730253e-06,7.970285850052511e-07,1.6728950939816733e-06,1.8890795479635193e-06,4.81e-07
TD01GL003004,6.794736235361795e-05,6.035403914704669e-05,4.4938498937764614e-05,3.314419170235258e-06,2.889530503731892e-06,3.629309781653211e-06,1.0841203433302833e-05,8.579674670157471e-06,6.823031610962129e-06,6.069173669019691e-05,4.8906200545059186e-05,5.9111228875307816e-05,3.485702788949502e-05,2.3476145762686372e-05,3.803249658368592e-05,1.4545100887083393e-05,2.5804456692715196e-05,3.584180764685784e-05,1.91e-06
TD01GL003008,3.984683290411475e-06,2.3730537791946693e-06,2.4026775897039227e-06,7.005081021585361e-08,3.364875391699342e-08,3.6424918242150365e-08,4.6580443438006815e-08,6.584822251273447e-08,1.2995786597648345e-07,3.5715140602265802e-06,2.569985410673354e-06,3.8038513470493493e-06,2.25429804111318e-06,1.7510379166338919e-06,1.0133753954860973e-06,1.3493956021184454e-06,2.1576678743569514e-06,2.071550231616209e-06,2.33e-07
TD01GL003010,1.3413232271565848e-07,1.3843155130594774e-07,2.0639698890417996e-07,,,,1.5629636214932967e-08,3.558267029934371e-08,5.0284623172704074e-08,1.1574052909113136e-07,2.7930775219120205e-07,1.8189686523338833e-07,,,,,,,
TD01GL003013,,,,,,,,,,,,,,,,,,,1.54e-07
TD01GL003014,8.521950540451673e-07,6.457959999509797e-07,9.337509294986271e-07,3.637504135994079e-08,1.4228148279768869e-08,1.4626787730239274e-08,1.6382963196849905e-07,2.6787357112391283e-07,2.532859990439921e-07,5.842152244939556e-07,1.0169385553149526e-06,9.448283777730636e-07,1.0947872041622323e-06,4.3249491242271715e-07,8.67338266908605e-07,8.540895384302125e-07,7.593917099742517e-07,7.147040524205845e-07,2.37e-07
TD01GL003015,9.572510099355231e-09,8.190640767083259e-09,5.0146596247450706e-08,,,,3.435926718968132e-09,1.356475087757084e-08,1.496010444419826e-08,,,,,,,9.643562494733056e-08,3.1301472851061127e-08,2.9968423501739285e-08,
TD01GL003016,1.0189827309581517e-06,7.196952768744973e-07,8.918360292802935e-07,8.640036774594371e-08,1.2568023537813925e-07,1.1661495290049449e-07,2.043008614073082e-07,1.7912307129119833e-07,2.826280841798937e-07,9.384289137605835e-07,1.170084781014695e-06,9.013965254719148e-07,1.131846302475257e-06,7.375843582390864e-07,5.908798795305077e-07,6.965659411642898e-07,7.189087886404908e-07,9.568773780988002e-07,1.41e-07
TD01GL003017,3.379463726376366e-07,3.338126269802066e-07,5.808491424757756e-07,1.1212869460171765e-07,6.91784125508307e-08,4.17253030500572e-08,5.710649098155957e-08,1.872397708851999e-07,1.700983487874169e-07,6.605161060252182e-07,9.843918782101315e-07,1.1125905259758107e-06,5.667436072681794e-07,1.4680371370746464e-07,1.6144494417954836e-07,4.720935393103029e-07,3.331819867189951e-07,2.331917825885386e-07,9.779999999999999e-08
TD01GL003018,5.152505625827647e-07,3.985484913774639e-07,5.28494618774836e-07,,,,9.27408170093799e-08,1.5456654873583484e-07,1.3310017390132666e-07,4.710126661149912e-07,6.475388335938996e-07,5.906904338433305e-07,6.196664515243109e-07,2.8171380814135656e-07,2.312542862937663e-07,4.5502590838093e-07,4.2564592799681436e-07,5.068831638593087e-07,
TD01GL003019,5.65824172174136e-07,5.683851368670984e-07,3.909728053916894e-07,,,,5.72393009410036e-08,1.1566748473316982e-07,6.486664624386063e-08,5.894560743337956e-07,6.160055469070239e-07,6.500984226025552e-07,1.0566640794709844e-06,7.532155651942335e-07,1.3925288349365107e-06,4.858105577153913e-07,1.1335559852722338e-06,8.884797339181826e-07,1.44e-07
TD01GL003020,2.5738582742705364e-07,1.1005120275994822e-07,1.653163055820782e-07,,,,,,,2.511483003375759e-07,1.634208189680599e-07,3.839037203812751e-07,2.1482730070253545e-07,7.438968344177422e-07,7.259617658972312e-07,1.043797045321419e-07,8.411558853579938e-07,4.880509998816418e-07,
TD01GL003022,8.359176838404078e-08,5.710519813520583e-08,7.908163356645401e-08,,,,1.4643106717754297e-08,2.0895756435224546e-08,2.0686571857891348e-08,6.26092710030167e-08,3.3549884117017994e-08,1.0402299616040327e-07,6.830945535401846e-08,1.1401596437471739e-07,6.372555373477197e-08,7.521677343987453e-08,6.449785077256824e-08,1.0281927886398869e-07,
TD01GL003024,9.791842691492661e-07,7.580264645006195e-07,8.646147893348214e-07,5.3832360688946454e-08,8.102408458327254e-08,4.930818133836573e-08,6.015636902914034e-08,1.0231563282084965e-07,1.1730733423321189e-07,7.88217962256814e-07,1.1656004608709382e-06,1.1874561810204641e-06,5.023799634673912e-07,8.812500140199308e-07,5.991603823603404e-07,2.3376866879952278e-07,6.158043618183742e-07,7.722995487804986e-07,1.04e-07
TD01GL003025,,,,1.5275926896459407e-07,2.2377205727280758e-07,1.7083025623472358e-07,1.531492936657292e-07,2.3825297592238947e-07,1.8997178643039639e-07,1.5830563141666519e-06,2.1485821743000263e-06,2.57870340953471e-06,,,,5.097531084547018e-07,1.1371989067230478e-06,7.309288647670836e-07,4.3600000000000004e-07
TD01GL003026,0.00041795074793706314,0.00026565810852453246,0.0001929260796946359,4.4527811245222785e-06,2.474767824214363e-06,2.9797433115265044e-06,3.5646949777041955e-06,3.0249700513139305e-06,2.607075989522443e-06,0.00017397750835566888,0.00017463997691208075,0.00018489432407629074,3.602992985186987e-05,6.655935993245497e-05,0.0002248581345237727,3.315587797559037e-06,9.649144046631401e-05,0.00028282406910474004,1.58e-06
TD01GL003027,5.150569894448208e-07,4.6725668185982245e-07,8.088406663662711e-07,,,,1.321771197654806e-07,2.0295218928592997e-07,1.987408977201497e-07,5.017078236565353e-07,6.99347169129501e-07,8.732242633957816e-07,2.9460050995262905e-07,1.8258987224910554e-07,3.6514146556573555e-07,7.106014568769309e-08,4.0401473083779783e-07,3.992068752384887e-07,1.42e-08
