,NACL60,NACL20,NACL100,HN,Fermentation_9h,Fermentation_19h,Fermentation_30h,MU
TD01GL002050,2.484664930667148e-06,3.523426703866687e-07,2.610552904855373e-07,2.964577803402276e-06,6.955016944736697e-07,1.2436096385598145e-06,1.388283107470506e-06,
TD01GL002053,3.967504138727793e-07,,1.2235117692334986e-07,4.3626156967105385e-07,2.7952533460002123e-07,1.7139321148033486e-07,1.8658049733575128e-07,
TD01GL002054,3.933537216011675e-08,1.3826077860466986e-08,2.0328845840764374e-08,6.429525598919286e-08,6.826056340511773e-08,5.110442731650047e-08,2.415232275309314e-08,
TD01GL002055,5.057386967396865e-06,7.275663987676451e-08,1.6172007821865103e-07,3.5119088669706553e-06,1.2149894906065127e-06,1.2357747710208443e-05,2.371539369393105e-05,2.74e-07
TD01GL002058,7.132555719519169e-05,4.291506317870169e-05,1.4070287708719674e-05,7.09327537720693e-05,2.9683141883865425e-05,2.911339565603198e-05,3.805052554393112e-05,1.01e-05
TD01GL002059,0.00011279664884125592,9.05908289592409e-05,2.689034952680903e-05,0.0001060044948267735,4.27375969605075e-05,4.2854707558224095e-05,5.2789120042390916e-05,3.31e-06
TD01GL002062,2.576109782993779e-07,8.888813357674828e-08,5.762492185723885e-08,1.0929065435442774e-07,,,,
TD01GL002065,2.907768999172085e-07,,2.4200648511914794e-08,1.355496196316592e-07,8.224203388939216e-08,9.062847220964142e-08,7.446312533258267e-08,
TD01GL002066,2.8531718437047552e-06,1.5944494056322577e-07,5.739558694845582e-07,2.9791265964539892e-06,1.9842158844069362e-06,2.7039815007930665e-06,2.91566684727949e-06,3.37e-07
TD01GL002067,2.7136075073771354e-07,1.8941464120078292e-08,8.002713443518139e-08,3.872869699366297e-07,3.672673623466717e-07,6.118004792279172e-07,6.62928315592837e-07,
TD01GL002072,7.048083329035884e-08,,3.162981967849409e-08,,1.5878554816094436e-07,1.5482789136292311e-07,1.3220097575118873e-07,
TD01GL002074,1.515016564996532e-06,,3.229163705263355e-08,1.5465581245754848e-06,2.4416908720609174e-08,1.7564294490059804e-08,4.43268499669968e-08,4.38e-07
TD01GL002075,3.173073002251498e-05,3.049482575271137e-07,1.4479291289858711e-06,2.6980184104061344e-05,1.0526830429598294e-06,9.427464797735834e-07,1.414685700132556e-06,7.93e-07
TD01GL002076,9.021921335771307e-07,,6.437134255880685e-08,9.494447454658267e-07,9.498436893499362e-08,2.36237945422268e-07,1.3356377918598253e-07,9.709999999999999e-07
TD01GL002081,6.618502483412144e-08,,1.759319316143779e-08,7.065774726015015e-08,1.1731884406892189e-07,4.493568247326289e-08,4.8394890045373096e-08,
TD01GL002084,2.671787623004733e-07,,6.277725478121919e-08,2.9842987009774756e-07,1.382937666304e-07,1.7267199390654554e-07,1.3779654153162745e-07,1.13e-07
TD01GL002085,3.980600465992661e-07,4.304750299565935e-09,5.53558894274938e-08,3.730775411903048e-07,1.6780772120803887e-07,2.2222264972480727e-07,1.2477176111871287e-07,4.6799999999999996e-08
TD01GL002086,7.87603611809442e-08,,1.6657060006693447e-08,1.0620552678911657e-07,3.633021814882675e-08,4.607660757431193e-08,5.9107339824264404e-08,
TD01GL002088,7.548707612763567e-08,,2.014923536740215e-08,7.998082992837076e-08,9.970068486293911e-08,5.7320306664851246e-08,3.1747562298986074e-08,
TD01GL002092,1.3849588222639257e-06,,1.0266098143501156e-07,1.8651601653372781e-06,9.991844958245233e-07,6.627810222584857e-07,7.160865131643014e-07,5.16e-07
TD01GL002094,2.5440722137169097e-07,,,1.5432413290264622e-07,7.623369613684725e-08,6.370890243497746e-07,5.738184370374568e-07,
TD01GL002096,1.4998423827000982e-06,,3.849317701392747e-08,1.5592647862928665e-06,4.377973557902826e-07,2.527406440335089e-06,3.66897955921687e-06,3.47e-07
TD01GL002097,1.5570939580470057e-06,1.2654232758146383e-08,7.627691534980133e-08,1.4373226031920007e-06,4.7648592240612337e-07,2.277955770227587e-06,3.330948112948624e-06,1.15e-07
TD01GL002103,,,,2.530612493322997e-08,,,,
TD01GL002113,5.702946052936412e-08,,2.7277121874191218e-08,1.279886494527331e-07,,,,
TD01GL002116,,,,4.16674985077326e-08,,,,
TD01GL002120,1.5498968924497916e-06,1.406785122645651e-07,3.1011569196827376e-07,1.7781344094124508e-06,1.3095277424347432e-06,3.2423227154605684e-06,3.2042018781591338e-06,2.73e-07
TD01GL002121,,1.282105060874948e-07,,2.907371536213435e-07,,,,1.94e-07
TD01GL002122,1.183478686942818e-06,4.3590076018941984e-07,5.106344937179674e-07,1.416991502264547e-06,8.436319597470572e-07,1.125124451832195e-06,1.3474426046779709e-06,4.6799999999999996e-07
TD01GL002123,4.4468031299346917e-07,1.46309718031424e-07,9.943653556194557e-08,4.120452641718386e-07,2.3263929593074845e-07,5.30013875208959e-07,5.522347942831735e-07,1.6399999999999999e-07
TD01GL002124,9.693460613353872e-07,8.942400226465826e-08,9.061138111649727e-08,9.586574520538093e-07,5.076679690432014e-07,6.692289034346247e-07,4.0928910456649655e-07,2.1100000000000002e-07
TD01GL002125,1.65514427086292e-07,,4.57573552205775e-09,1.9065630778398388e-07,3.7995094934010846e-07,1.5289323554255374e-07,7.401565191846625e-08,
TD01GL002126,1.4980377792557913e-07,,1.9287520076345382e-08,1.8319575509287923e-07,2.0757863091216509e-07,1.1095347851816805e-07,8.919726315266754e-08,5.3499999999999996e-08
TD01GL002127,4.7337996156673e-08,,,4.696354388005469e-08,,,,
TD01GL002128,1.9683773327551604e-07,,,2.386479169303672e-07,,,,
TD01GL002130,4.708223018445559e-06,9.847123964499157e-09,3.487936099866509e-07,6.539583467915713e-06,4.389406432720468e-06,3.2587027094385016e-06,3.1443440984067293e-06,2.74e-07
TD01GL002131,7.441058469728031e-07,4.384981592348858e-08,1.4114694323536056e-07,9.647681372491372e-07,7.393430704997615e-07,3.896989745629875e-07,2.5554482735336363e-07,1.7899999999999997e-07
TD01GL002132,7.324596696604955e-07,3.0912940287056416e-08,1.8695419880490325e-07,1.0208037537729775e-06,1.122015823728179e-06,3.389084409724552e-07,3.0360129449990866e-07,1.34e-07
TD01GL002133,5.613026964319156e-07,5.546191542030863e-08,6.898175139231911e-08,6.431703360409981e-07,3.779657801905771e-07,5.417956610967626e-07,5.643015433974323e-07,
TD01GL002135,3.2278986962571016e-06,1.8139675090838986e-07,1.1927873927867475e-06,3.370012476626323e-06,2.4032622055162297e-06,2.6258377544245044e-06,2.9428970397970412e-06,2.89e-07
TD01GL002137,1.2143178198668028e-07,,3.790156272593155e-08,1.547770167295377e-07,1.0193477305421995e-07,8.936850095408167e-08,1.5574880347207836e-07,
TD01GL002138,,,1.1558166338705111e-08,,,,,
TD01GL002141,1.3680008856132406e-06,6.917434224910633e-07,6.745371133070649e-07,1.986217131696814e-06,1.3430812957641996e-06,8.196161761931017e-07,8.090095930735021e-07,1.2e-07
TD01GL002149,3.1425997424352464e-08,,1.6975201128546242e-08,,7.372616481617279e-07,9.207369209106886e-08,1.3352969039673037e-07,
TD01GL002151,1.2436857998399713e-06,3.0501114679400813e-07,2.4535971433665096e-07,1.4851131761188782e-06,,,,1.8899999999999999e-07
TD01GL002153,4.469360204375737e-08,5.528998147989509e-08,3.7583681978880456e-08,5.8942968528315615e-08,9.788808408128558e-08,4.057824117829328e-08,2.1476263654831518e-08,
TD01GL002154,,,5.7082539947072415e-09,,,,,
TD01GL002155,,,2.5202894188108047e-09,,,,,
TD01GL002157,1.2963203963340424e-07,,1.3809540568791412e-08,1.5372757955664882e-07,1.006719268265241e-07,1.2776403972915266e-07,1.2925321055308988e-07,
TD01GL002158,2.5968093079577193e-07,,6.772215588352712e-08,3.437875737840947e-07,2.6026892512874483e-07,6.495048298354698e-07,6.253111929284556e-07,1.37e-07
TD01GL002160,6.914125709446444e-07,,8.272160077068306e-08,7.961216554585224e-07,6.393348893705161e-07,4.1614497544353177e-07,4.3712713951139995e-07,2.81e-07
TD01GL002161,,,,2.295614239960975e-06,,,,
TD01GL002164,3.234934594140171e-07,,2.3647128910126854e-08,2.057481312459717e-07,2.9758650551632596e-07,1.707153932637414e-07,4.961953866736377e-07,
TD01GL002165,5.859726448112601e-07,,5.640549166550519e-08,7.584617063200392e-07,5.070763799179567e-07,9.908031801341753e-07,1.0136038056254466e-06,
TD01GL002166,3.327227408100891e-07,,1.6845015137908744e-08,3.7251173007793886e-07,1.9201223007863253e-07,7.805746958686546e-07,8.534970371847119e-07,
TD01GL002168,1.790830511071545e-06,,1.6390323274600863e-07,1.6869629639018956e-06,3.699859508317711e-06,4.64467064216461e-06,5.004826602159012e-06,1.08e-07
TD01GL002169,3.1335480738566725e-06,7.563520968712054e-08,1.9220404631000837e-07,3.1014607371391007e-06,3.4639135426845138e-06,4.296241481549284e-06,4.937673275639842e-06,5.74e-07
TD01GL002175,1.647771756517898e-07,1.0206768517896614e-08,4.531255040040384e-09,1.5216592418021982e-07,9.378624655099105e-08,9.015445587394674e-08,1.1072694692304724e-07,
TD01GL002178,2.3563904138908752e-08,,3.5693622434379784e-08,2.5966716830075032e-08,,,,
TD01GL002181,,,2.388610644200478e-09,,,,,
TD01GL002182,1.7639257269653615e-07,,3.03372057990487e-08,2.343014088143767e-07,,,,
TD01GL002184,,,1.6677738202039055e-08,4.994908664411421e-08,,,,
TD01GL002185,,,6.62822028573934e-08,,,,,
TD01GL002190,2.215552497859893e-06,,8.350697241130869e-08,1.9412609065215197e-06,6.14038307152e-07,2.73095930168805e-06,4.315907377594887e-06,1.57e-07
TD01GL002191,2.0649067517065936e-07,,2.1653590138917243e-08,1.861189060319333e-07,1.3235281989868157e-07,2.0061039300919273e-07,2.2669359715185728e-07,5.4299999999999997e-08
TD01GL002192,2.0148868042709753e-07,1.8247833226454016e-08,4.410455431142144e-08,3.866100072123408e-07,,,,
TD01GL002193,1.3601343347516671e-06,,5.5985924933635453e-08,1.8320089944237873e-06,1.8506172298114038e-06,1.019549454954588e-06,1.0211945954278002e-06,8.83e-07
TD01GL002194,7.427570171646567e-07,1.2006838644830768e-08,7.57407253243495e-08,1.1523026962286637e-06,9.016109435345815e-07,5.759891094211914e-07,5.797646031792326e-07,2.85e-07
TD01GL002195,1.5228899613370689e-06,,1.0500211314490297e-07,2.194929130799725e-06,1.6065733405696498e-06,6.773892881443434e-07,6.700496419935776e-07,1.34e-06
TD01GL002196,,,,,,,,1.4e-07
TD01GL002198,1.3867552822538524e-06,,,1.4395174873919308e-06,3.451727852314266e-06,1.2720290986813835e-06,1.1360064712794858e-06,1.06e-06
TD01GL002199,3.2696720642335665e-08,,,8.829231175896533e-08,5.135215398431854e-07,1.1824007932380564e-07,7.610107818275267e-08,6.15e-08
TD01GL002200,6.299136352977474e-08,,,8.276667410337681e-08,5.52649333064169e-07,2.6080421509029053e-07,7.351486697422564e-08,1.1e-07
TD01GL002201,8.629434097801706e-08,,3.903787468805407e-08,5.115921275612468e-08,,,,3.5899999999999997e-07
TD01GL002202,9.38972346833445e-07,2.631938046249487e-08,1.3728448711033826e-07,1.411506281064816e-06,1.831333158274733e-06,9.13232105918857e-07,9.84401890674343e-07,1.08e-06
TD01GL002203,2.2048097148759968e-07,,3.579160837592261e-08,3.9755561042065454e-07,6.459307707592759e-07,2.8465000359257844e-07,2.7316035230137543e-07,9.83e-07
TD01GL002204,6.373537398274315e-07,,1.3103981326215495e-07,8.413811559950265e-07,9.814511911847166e-07,4.800183854510282e-07,4.5845066748785627e-07,9.81e-07
TD01GL002205,3.6290831819587044e-07,2.427261968131277e-08,8.57843896265723e-08,5.373894589056914e-07,6.908291645721516e-07,3.447742923440509e-07,3.49631629997145e-07,4.25e-07
TD01GL002206,4.483315505147654e-07,,8.453975399413034e-08,5.962774115754197e-07,8.071267853974092e-07,5.77147041446045e-07,4.78681641118664e-07,4.0399999999999996e-07
TD01GL002207,6.592346869020076e-07,,4.879429567888615e-08,8.346032032023841e-07,1.1942788913245054e-06,6.866166261551111e-07,6.96817234527557e-07,2.28e-07
TD01GL002208,,,,,,,,3.87e-08
TD01GL002213,8.000070235001659e-07,,2.688914940493293e-07,1.0520643038365857e-06,3.39310590222117e-07,3.0370996668148014e-07,3.118086339086712e-07,
TD01GL002214,1.250494906956744e-06,2.9750861049541344e-08,2.646135100612859e-07,1.4032365785986e-06,5.23596664228169e-07,6.891428210212693e-07,4.970799071474757e-07,3.75e-08
TD01GL002215,5.241296369900843e-07,,1.018419581983494e-07,6.570037170506254e-07,2.92090962015575e-07,2.889447832713743e-07,2.8748155430527237e-07,
TD01GL002216,1.0434770074859773e-07,,5.605016475098975e-08,1.6247719355916487e-07,1.2286103214793307e-07,1.3402520479744558e-07,1.6111511545876084e-07,
TD01GL002217,1.3102373099247013e-06,,1.2622640546347175e-07,1.3770244457885753e-06,3.786288711845183e-07,1.4915792834100543e-06,1.5580825517634095e-06,
TD01GL002218,2.338476399693585e-06,1.454167876770958e-07,3.38561455789939e-07,2.564324807958017e-06,1.1750877151541032e-06,2.0183242928799667e-06,1.896570449986973e-06,2.48e-07
TD01GL002219,3.144209032700202e-07,3.094743356827331e-08,4.642582105549993e-08,3.2771859548755355e-07,2.4541501459000154e-07,4.530938466753209e-07,4.1999532710151287e-07,
TD01GL002220,2.5979501908285445e-07,5.332650440374224e-08,7.338356992730451e-08,3.292406631776854e-07,2.094883722545103e-07,3.6646767047100817e-07,3.065484239761701e-07,1.0099999999999999e-07
TD01GL002221,1.3317582546683935e-07,4.949347730010902e-08,4.3271222234899225e-08,1.9893883714969295e-07,1.6306641205692898e-07,9.138020472240888e-08,1.134901757741196e-07,
TD01GL002222,1.6590907592475996e-06,4.130968244638726e-07,3.9602323535157416e-07,1.7550241774622541e-06,1.0495531710463326e-06,1.5799802641648594e-06,2.0750061523256028e-06,1.68e-07
TD01GL002223,1.2682717647276804e-08,,,1.9587434307496245e-08,1.9863340773917407e-08,2.0611984480645327e-08,1.81382355873968e-08,
TD01GL002224,5.654313153687076e-08,,2.1296518305534267e-08,6.788733814189661e-08,6.781937029113066e-08,36.0,6.723559199774292e-08,
TD01GL002225,7.630690788729739e-07,2.7698212851113083e-07,1.9774028507042822e-07,7.223970273513553e-07,4.2421281935670995e-07,3.5605643600452984e-07,3.754337996456166e-07,
TD01GL002226,1.1592449523944908e-06,,,1.1320757364492665e-06,,,,
TD01GL002227,5.282144149585795e-07,2.700449993724136e-07,1.3148279842428674e-07,6.304471281360698e-07,5.519464960962435e-07,4.821527974669278e-07,4.6253546482664986e-07,
TD01GL002228,2.038340229464853e-07,1.3249075544286324e-07,5.113820265369017e-08,2.5710301602333976e-07,1.4519088515767584e-07,1.7513673328857605e-07,1.5348543979722387e-07,
TD01GL002229,2.2887116583887123e-07,1.3589332409110387e-07,7.827560853831965e-08,2.53364370915566e-07,1.7913260910086413e-07,2.3894371091816466e-07,1.032108326587356e-07,1.1599999999999999e-07
TD01GL002230,1.3329875245685891e-06,5.94216761118509e-07,4.6231300287833664e-07,1.66449809198826e-06,1.131967966683637e-06,1.067864297567936e-06,9.835190303492382e-07,9.84e-08
TD01GL002231,1.3256995429989133e-05,2.4487098855409895e-06,1.6255798442318758e-06,1.066475709503051e-05,3.5104638485282045e-06,4.7704151723702056e-06,5.581725893331752e-06,5.65e-07
TD01GL002232,2.673527103031798e-07,,1.2284032091282648e-08,7.167821255243375e-08,,,,
TD01GL002233,4.1646518487512905e-07,1.6763346002477858e-07,1.6216194643868954e-07,6.449377992113301e-07,4.555103434991006e-07,6.570971773119701e-07,5.929291485617731e-07,3.41e-08
TD01GL002235,2.1590052553067095e-07,3.3465940733513927e-08,6.732472003359155e-08,3.062236800400728e-07,3.1266042724247616e-07,2.636457770549265e-07,2.849292351295924e-07,9.48e-08
TD01GL002236,3.6175915337311245e-06,8.268472931207328e-07,9.893687419690057e-07,4.161708118115494e-06,2.624184631934925e-06,2.368324541623335e-06,2.703290442815568e-06,1.13e-07
TD01GL002237,,,1.208271492086883e-09,,,,,
TD01GL002238,1.0605821459122246e-06,3.1041445573163196e-07,3.720729633885489e-07,1.1477749189874584e-06,8.892970781994584e-07,7.795417886999295e-07,6.818990672340662e-07,2.94e-07
TD01GL002240,8.932131099259677e-08,2.2730402100679138e-08,5.749911664787775e-08,1.2238975338415433e-07,8.438836055291832e-08,6.691740864863225e-08,7.715571707563616e-08,
TD01GL002241,,,3.1512205529219042e-09,,,,,
TD01GL002245,,2.9288650049304533e-08,1.9436298613531608e-08,,,,,1.06e-07
TD01GL002246,2.1300954720076964e-08,4.095128965726858e-08,2.3468338208287163e-08,2.501569345193646e-08,5.288913954919998e-08,1.940841803052048e-08,1.1174527659955607e-08,3.66e-07
TD01GL002248,2.2314694474424747e-07,5.345705399952249e-08,6.2600257527081e-08,4.0016331972421336e-07,,,,
TD01GL002249,1.067033168135634e-06,1.9188981484819906e-06,1.2770150496942143e-06,1.4312440634134175e-06,1.949965834899317e-06,6.119783358766153e-07,3.0741818851726145e-07,5.870000000000001e-07
TD01GL002250,,,,1.693832414355191e-06,,,,2.48e-07
TD01GL002252,,7.480866514700724e-07,1.4511872859395153e-07,1.98082379211776e-07,,,,
TD01GL002253,1.1167327153487769e-05,6.9713946606692725e-06,9.614339445779568e-06,1.1978791706371734e-05,2.6699364418221175e-05,9.06417096676173e-06,1.2723185417134293e-05,4.01e-07
TD01GL002254,6.008626722713224e-06,1.103492992412366e-06,1.3624428030032285e-06,5.432828475619477e-06,3.9928739184721175e-06,2.8707099516907017e-06,4.090482390840382e-06,1.1800000000000001e-07
TD01GL002255,1.2213747418009592e-05,2.7713857270268686e-06,3.1111732075598395e-06,1.2281037180906765e-05,7.192893387018591e-06,4.927565235814295e-06,6.5891502698891155e-06,5.43e-06
TD01GL002256,2.850071394613417e-06,7.141293448535762e-07,7.69807691700654e-07,3.285917413664179e-06,2.448371251158254e-06,2.172381991526143e-06,2.0016329022249175e-06,2.55e-07
TD01GL002257,,,2.8076841794732824e-09,,,,,
TD01GL002258,2.1063199667993922e-07,,3.9121010438311995e-08,2.518842263602815e-07,1.025598971858095e-07,3.753528892142617e-07,1.879616154492126e-07,
TD01GL002259,1.516701541926008e-07,6.669537775876106e-08,9.181223026598043e-08,2.0216355074904624e-07,1.7326298303741516e-07,1.63298829506845e-07,8.146986332338827e-08,
TD01GL002261,2.1415787241720674e-08,,1.3173402120102771e-08,4.5623868611454857e-08,5.7085126745520845e-08,1.836602678456142e-08,1.3918338324229288e-08,
TD01GL002262,1.6599101325080774e-07,1.490667172303689e-07,6.350635748248476e-08,2.3398210466621282e-07,2.1596775122740388e-07,2.0199841313765767e-07,2.579638403015858e-07,
TD01GL002263,2.7505948274015793e-07,1.2170587711870415e-07,7.820201947459767e-08,2.9857697315184733e-07,,,,
TD01GL002265,,,,,,,,7.06e-07
TD01GL002266,2.204284935258874e-05,5.022328236934767e-06,7.926103290975045e-06,2.044250692780052e-05,9.147548635837436e-06,1.4041124889199026e-05,7.15223938382028e-06,
TD01GL002267,8.976100013870746e-06,2.0962052687958256e-06,3.377912550719683e-06,8.837431434369293e-06,4.874618465428389e-06,4.908954796524694e-06,6.310709027253043e-06,5.629999999999999e-07
TD01GL002268,,,,,,,,2.37e-07
TD01GL002270,1.7179535112052047e-06,2.2466727681479884e-06,1.2715784757005672e-06,2.1503478685566772e-06,2.2961141257002877e-06,1.5381036066161494e-06,1.6052408626134087e-06,4.05e-07
TD01GL002271,5.155932266871951e-07,2.930106899939912e-07,3.2632640644962507e-07,4.6081475747314933e-07,4.4393826042342487e-07,2.82405178569e-07,2.3693882695740047e-07,
TD01GL002272,1.049995628608427e-06,5.368347627775496e-08,2.0424452711593156e-07,1.0967531520935494e-06,7.388900109336452e-07,3.1946436357193197e-07,5.411828578515091e-07,7.52e-08
TD01GL002273,6.800092795560662e-08,8.350168534729424e-08,2.6464176994450678e-08,9.079331195595401e-08,7.411776292121657e-08,8.249616557423995e-08,6.494343989220469e-08,
TD01GL002275,2.6560581705384945e-08,5.2060819770579446e-08,9.374304810723574e-09,2.279820294119728e-08,4.4974480501511853e-08,2.851849869470129e-08,4.020018445847868e-08,
TD01GL002277,1.3498250026846968e-06,1.059642155258491e-06,5.201439948950798e-07,1.7100567617386901e-06,1.3827341521226217e-06,1.1048396807312392e-06,8.220898963322417e-07,8.24e-08
TD01GL002279,6.94312143055168e-08,,2.45918835631493e-08,8.548031693187427e-08,1.2544263975627202e-07,8.436888671915337e-08,1.3124663397838923e-07,2.4899999999999997e-07
