metacyc	kegg
RXN-8100	R10015
RXN-8102	R10016
RXN-13812	R10020
RXN-13432	R10026
RXN-9636	R10027
RXN-9638	R10028
RXN-9639	R10029
RXN-9640	R10030
RXN-5063	R10031
RXN-5064	R10032
RXN-5065	R10033
RXN-5066	R10034
RXN-12065	R10041
RXN-17503	R10043
RXN-10053	R10049
RXN-13144	R10050
RXN-13332	R10051
RXN-13158	R10052
RXN-13689	R10053
LYSINE-6-DEHYDROGENASE-RXN	R10054
RXN-13185	R10055
RXN-13186	R10056
RXN-13402	R10059
RXN-13404	R10060
RXN-13405	R10061
RXN-13406	R10062
RXN-13411	R10063
2.6.1.82-RXN	R10064
RXN-13197	R10065
RXN-13189	R10067
RXN-13191	R10068
RXN-13194	R10072
RXN-13397	R10073
GLUTARYL-COA-DEHYDROG-RXN	R10074
RXN-12957	R10074
RXN-8508	R10077
RXN-13398	R10080
RXN-12537	R10081
RXN-12536	R10082
RXN-12878	R10086
RXN-12590	R10088
RXN-10068	R10093
RXN-13127	R10094
RXN-13075	R10098
RXN-13065	R10101
RXN-13067	R10102
RXN-13568	R10106
RXN-14253	R10110
RXN-14254	R10111
RXN-13587	R10114
RXN-13433	R10129
RXN-13118	R10130
RXN-13558	R10133
RXN-13585	R10140
RXN-13596	R10141
RXN-12660	R10143
RXN-12655	R10144
RXN-13751	R10145
DIHYDRODIPICSYN-RXN	R10147
RXN-13569	R10153
RXN-12654	R10154
RXN-12651	R10157
RXNMETA-12666	R10158
RXN-13685	R10159
RXN-7855	R10160
RXN-8568	R10161
RXN-12653	R10162
RXN-13478	R10163
HAONITRO-RXN	R10164
RXN-16318	R10165
RXN-7852	R10171
RXN-7853	R10176
RXN-13323	R10177
RXN-6902	R10178
RXN-13328	R10179
RXN-10139	R10180
RXNDQC-2	R10181
RXN-13760	R10183
RXN-13927	R10189
RXN-13749	R10190
RXN-13856	R10191
RXN-13355	R10192
RXN-13434	R10193
RXN-13282	R10195
RXN-14258	R10197
RXN-11366	R10200
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	R10208
RXN0-1321	R10209
RXN-13099	R10217
RXN-10738	R10218
RXN-3341	R10221
RXN-13997	R10223
RXN-8679	R10226
RXN-13595	R10230
RXN-13958	R10233
RXN-8458	R10234
RXN-14004	R10235
RXN-11	R10238
RXN-11319	R10246
THIAZOLSYN2-RXN	R10247
RXN-9245	R10248
RXN-9312	R10252
RXN-9244	R10253
RXN-12954	R10254
RXN-13252	R10266
RXN0-6727	R10267
RXN-13335	R10269
RXN-13609	R10270
RXN-13761	R10271
RXN-13763	R10273
RXN-13764	R10274
RXN-13769	R10275
RXN-13654	R10277
RXN-13612	R10278
RXN-13776	R10279
RXN-13641	R10282
RXN-13946	R10285
RXN-13484	R10286
RXN-13649	R10287
RXN-13139	R10288
RXN-11264	R10289
RXN-16778	R10292
RXN-6581	R10302
RXN-17600	R10305
RXN-14326	R10306
RXN-9501	R10307
RXN-11968	R10308
RXN-9480	R10309
RXN-9497	R10319
RXN-9502	R10320
RXN-14312	R10322
RXN-14313	R10323
RXN-14310	R10329
RXN-14236	R10330
RXN-14399	R10331
RXN-12514	R10338
RXN-14418	R10340
RXN-14421	R10341
RXN-8807	R10343
RXN-14089	R10346
RXN-15494	R10349
RXN-15495	R10350
RXN-15496	R10351
RXN-15497	R10352
RXN-15498	R10353
RXN-15500	R10358
RXN-15501	R10359
RXN-15502	R10360
RXN-15737	R10361
RXN-15738	R10362
RXN-15739	R10365
RXN-15964	R10370
RXN-15735	R10373
RXN-13748	R10412
RXN-8949	R10415
RXN-14164	R10430
RXN-14123	R10446
RXN-14419	R10456
RXN-14420	R10457
RXN-14458	R10461
RXN-14569	R10463
RXN-11849	R10467
RXN-13866	R10469
RXN-6762	R10473
RXN-14454	R10474
RXN-9503	R10482
RXN-9498	R10483
RXN-14459	R10488
RXN-14375	R10493
RXN-11034	R10504
RXN-11035	R10505
RXN-11976	R10508
RXN-14692	R10517
RXN-10441	R10533
RXN-2189	R10534
RXN-1901	R10535
RXN-14533	R10536
RXN-14638	R10538
RXN-14704	R10546
RXN8J2-138	R10547
RXN-11381	R10550
RXN-8801	R10555
RXN-13642	R10557
RXN-13643	R10558
RXN-10741	R10559
RXN-12393	R10560
RXN-11382	R10563
R125-RXN	R10564
RXN-8416	R10584
RXN-13338	R10585
RXN-14940	R10597
RXN-8424	R10598
RXN-8418	R10599
RXN-8887	R10607
RXN-14937	R10612
RXN0-7075	R10614
RXN-8953	R10615
RXN-13872	R10629
RXN-13873	R10630
RXN-18095	R10638
RXN-18094	R10639
RXN-15295	R10660
RXN-12345	R10667
RXN-14835	R10681
RXN-15012	R10696
RXN-12765	R10697
RXN8J2-137	R10698
RXN-14930	R10699
RXN-17571	R10703
RXN-17567	R10704
RXN-17572	R10705
RXN-14929	R10708
RXN0-5213	R10718
RXN-15310	R10722
RXN-15311	R10724
RXN-8621	R10732
RXN-12493	R10733
RXN-12494	R10734
RXN-10811	R10747
RXN-18387	R10758
RXN-15427	R10762
RXN-15429	R10763
RXN0-5298	R10764
RXN-8890	R10782
RXN-1347	R10783
RXN-14365	R10817
RXN0-5306	R10819
RXN-14175	R10821
RXN-15203	R10829
RXN-15204	R10832
RXN-15236	R10835
RXN-8800	R10836
RXN-14699	R10837
RXN-14700	R10838
RXN-15979	R10843
RXN-15980	R10844
RXN-16000	R10851
RXN-16001	R10852
RXN-13090	R10853
RXN-15852	R10854
RXN-3443	R10860
RXN-12177	R10867
RXN-15708	R10899
RXN-12168	R10904
RXN-11141	R10908
RXN-16060	R10916
RXN-15841	R10920
RXN-15007	R10932
RXN-9140	R10937
RXN-16012	R10947
RXN-10959	R10950
RXN-7184	R10953
RXN-15406	R10955
RXN-15677	R10960
RXN-9931	R10965
RXN-8182	R10982
RXN-16003	R10984
RXN-16007	R10985
RXN-16008	R10986
RXN-8474	R10989
RXN-8476	R10990
RXN0-6367	R11019
RXN-10723	R11022
RXN-14333	R11052
RXN-14397	R11053
MMUM-RXN	R11063
RXN-803	R11070
RXN-801	R11071
RXN-15730	R11072
RXN-10856	R11073
RXN-16819	R11074
RXN-9141	R11079
RXN-15422	R11086
RXN-15425	R11087
RXN-15124	R11100
RXN-11793	R11106
RXN-15619	R11127
RXN-15769	R11141
RXN-13690	R11142
RXN-12689	R11145
RXN-17420	R11149
RXN-15454	R11153
RXN-17359	R11155
RXN-622	R11162
RXN-623	R11164
RXN-15703	R11180
RXN-16303	R11189
RXN-16344	R11210
RXN-8162	R11231
RXN-9142	R11233
RXN-10447	R11257
RXN0-5107	R11323
RXN-17762	R11333
RXN-17605	R11334
KETOGLUTREDUCT-RXN	R11337
RXN-17602	R11338
ERYTHRULOSE-REDUCTASE-RXN	R11342
RXN-17558	R11347
R307-RXN	R11348
RXN-17511	R11351
RXN-17510	R11352
RXN-17966	R11380
RXN-16747	R11395
RXN-13669	R11403
RXN-18743	R11404
RXN-17129	R11410
RXN-18144	R11442
RXN-17610	R11447
RXN-17950	R11486
RXN-18103	R11496
RXN-17138	R11501
RXN-17136	R11502
RXN-17139	R11503
RXN-12587	R11529
RXN-17337	R11535
RXN-17879	R11560
RXN-17696	R11573
RXN-7805	R11584
RXN-17705	R11590
RXN-18432	R11593
RXN-14244	R11594
RXN-18495	R11602
RXN-18496	R11603
RXN-18379	R11607
RXN-15948	R11630
RXN-15941	R11631
RXN0-746	R11633
RXN0-745	R11634
RXN0-724	R11635
RXN0-723	R11636
RXN-18467	R11637
RXN-5081	R11641
RXN-17504	R11653
RXN-16756	R11679
RXN-18314	R11723
RXN-18601	R11726
RXN-19902	R11749
RXN-18121	R11751
RXN0-268	R11773
RXN-18149	R11789
RXN-12901	R11805
RXN-18784	R11822
RXN-18785	R11823
RXN-18786	R11824
RXN-18787	R11825
RXN-18788	R11826
RXN-18789	R11827
RXN-18790	R11828
RXN-18791	R11829
RXN-18792	R11830
RXN-18793	R11831
RXN-18811	R11832
RXN-18823	R11834
RXN-18824	R11835
RXN-18825	R11836
RXN-18826	R11837
RXN-18827	R11838
RXN-18832	R11839
RXN-18855	R11841
RXN-18863	R11842
RXN-17161	R11843
RXN-18864	R11844
RXN-18886	R11846
RXN-18887	R11847
RXN-18888	R11848
RXN-18889	R11849
RXN-18944	R11852
RXN-18978	R11853
RXN-18979	R11854
RXN-18980	R11855
RXN-18981	R11858
RXN-18984	R11860
RXN-19024	R11861
RXN-19013	R11867
RXN-19014	R11868
RXN-18154	R11880
RXN-11646	R11881
RXN-11645	R11882
RXN-17581	R11901
RXN-19275	R11916
RXN-19274	R11917
RXN-19235	R11920
RXN-12363	R11957
RXN-18999	R11959
LACTATE-2-MONOOXYGENASE-RXN	R11996
RXN-19063	R12013
RXN-15026	R12051
RXN-19376	R12085
RXN-11465	R12088
RXN-18665	R12092
RXN-7858	R12103
